objectid,unicode,name,facility_type,type_code,center,center_code,feature_name,website,capacity,access_to_fire_extinguisher,access_to_kitchenette,access_to_parking_lot,access_to_playground,access_to_restrooms,access_to_spray_park,access_to_vending_machines,ada_accessible_facility,ada_accessible_playground_near,ada_accessible_port_a_john_near,ada_accessible_restroom,bocci_court,furniture_chairs,furniture_tables,indoor_air_conditioning,indoor_audio_system,indoor_heating,indoor_television,outdoor_basketball_courts_nea,outdoor_fishing,outdoor_grill,outdoor_horseshoe_pits_near,outdoor_lake_view,outdoor_lighting,outdoor_swimming_pool_near,outdoor_volleyball,outdoor_water_spigot,outlet_data,outlet_power,outlet_telephone,pet_friendly,port_a_john_near,smoking_not_permitted,smoking_permitted,x,y
1919,,Valley Height,Shelter,130,South Park,SP,Valley Height,https://www.alleghenycounty.us/parks/south-park/valley-height.aspx,40,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.01077359,40.33303682
1920,,Vista,Shelter,130,South Park,SP,Vista,https://www.alleghenycounty.us/parks/south-park/vista.aspx,40,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.01298221,40.32087109
1921,,Willow Tree,Shelter,130,South Park,SP,Willow Tree,https://www.alleghenycounty.us/parks/south-park/willow-tree.aspx,40,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.00299818,40.31197473
1922,,Wilson,Shelter,130,South Park,SP,Wilson,https://www.alleghenycounty.us/parks/south-park/wilson.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-79.99282593,40.31506087
1923,,Woodland Crest,Shelter,130,South Park,SP,Woodland Crest,https://www.alleghenycounty.us/parks/south-park/woodland-crest.aspx,40,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.00235855,40.31943371
1924,,All Purpose Field,Field - Mutlipurpose,63,White Oak Park,WO,All Purpose Field,https://www.alleghenycounty.us/parks/activities/ball-games.aspx,30,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-79.79610033,40.33983472
1925,,Beech,Shelter,130,White Oak Park,WO,Beech,https://www.alleghenycounty.us/parks/white-oak/beech.aspx,85,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-79.79742314,40.33953374
1926,,Blue Spruce,Shelter,130,White Oak Park,WO,Blue Spruce,https://www.alleghenycounty.us/parks/white-oak/blue-spruce.aspx,85,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,-79.79898697,40.33318549
1927,,Cedar 1,Shelter,130,White Oak Park,WO,Cedar 1,https://www.alleghenycounty.us/parks/white-oak/cedar-1.aspx,85,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,-79.79647641,40.3360629
1928,,Cedar 2,Shelter,130,White Oak Park,WO,Cedar 2,https://www.alleghenycounty.us/parks/white-oak/cedar-2.aspx,42,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,-79.79779095,40.33580376
1929,,Chestnut,Shelter,130,White Oak Park,WO,Chestnut,https://www.alleghenycounty.us/parks/white-oak/chestnut.aspx,85,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,-79.79120255,40.34556433
1930,,Dogwood,Shelter,130,White Oak Park,WO,Dogwood,https://www.alleghenycounty.us/parks/white-oak/dogwood.aspx,42,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,-79.79628761,40.33719769
1931,,Magnolia,Shelter,130,White Oak Park,WO,Magnolia,https://www.alleghenycounty.us/parks/white-oak/magnolia.aspx,85,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,-79.79612705,40.33827364
1932,,Maple,Shelter,130,White Oak Park,WO,Maple,https://www.alleghenycounty.us/parks/white-oak/maple.aspx,105,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,-79.79853591,40.33504232
1933,,Poplar,Shelter,130,White Oak Park,WO,Poplar,https://www.alleghenycounty.us/parks/white-oak/poplar-1.aspx,85,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,-79.79650492,40.33442988
1934,,Redwood,Shelter,130,White Oak Park,WO,Redwood,https://www.alleghenycounty.us/parks/white-oak/redwood-1.aspx,85,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,-79.8011877,40.33738575
1935,,Sumac,Shelter,130,White Oak Park,WO,Sumac,https://www.alleghenycounty.us/parks/white-oak/sumac.aspx,42,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,-79.79991362,40.33857164
1936,,Tulip Tree,Shelter,130,White Oak Park,WO,Tulip Tree,https://www.alleghenycounty.us/parks/white-oak/tulip-tree.aspx,85,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,-79.79831952,40.33275992
1937,,Willow,Shelter,130,White Oak Park,WO,Willow,https://www.alleghenycounty.us/parks/white-oak/willow.aspx,100,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,-79.79905972,40.33430617
1938,,Wedding Garden,Wedding Site,140,White Oak Park,WO,Wedding Garden,https://www.alleghenycounty.us/parks/white-oak/wedding-garden.aspx,70,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,-79.79183462,40.33861229
1939,,Nevin,Shelter,130,South Park,SP,Nevin,,,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-79.99909812,40.307783
1940,,Celeron,Shelter,130,South Park,SP,Celeron,https://www.alleghenycounty.us/parks/south-park/celeron.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.00297046,40.31598598
1941,,Administration Building,Building,,North Park,NP,Administration Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.01741009,40.61085587
1942,,J.C. Stone Field Locker Rooms,Building,,North Park,NP,J.C. Stone Field Locker Rooms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.01144688,40.59668132
1943,,Observation Tower,Building,,North Park,NP,Observation Tower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.01633094,40.61753312
1944,,Administration Building/Police,Building,,South Park,SP,Administration Building/Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.99607347,40.30476643
1945,,Agricultural Building,Building,,South Park,SP,Agricultural Building,https://www.alleghenycounty.us/parks/south-park/agricultural-building.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.99675625,40.30349464
1946,,Children's Theater,Building,,South Park,SP,Children's Theater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.99607765,40.30764291
1947,,Oliver Miller Homestead,Building,,South Park,SP,Oliver Miller Homestead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.00654565,40.32010288
1948,,Round Barn,Building,,South Park,SP,Round Barn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.99924979,40.30683294
1949,,Administration Building,Building,,White Oak Park,WO,Administration Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.78390304,40.34153136
1950,,Warehouse,Building,,Boyce Park,BP,Warehouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.73907453,40.4756243
1951,,Game Preserve Office,Building,,South Park,SP,Game Preserve Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.00364417,40.30892548
1952,,Pump House,Other,,Boyce Park,BP,Pump House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.75180275,40.45944772
1953,,Administration Building,Building,,Boyce Park,BP,Administration Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.75267624,40.46046652
1954,,Nature Center,Other,,Boyce Park,BP,Nature Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.75375747,40.46063537
1955,,Gate House,Building,,Hartwood Acres Park,HA,Gate House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.90536598,40.56445518
1956,,Angora Gardens,Other,,White Oak Park,WO,Angora Gardens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.78441436,40.34112433
1957,,J.C. Stone Field Concession Stand,Other,,North Park,NP,J.C. Stone Field Concession Stand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.01144648,40.5964496
1958,,Golf Course Clubhouse,Building,,North Park,NP,Golf Course Clubhouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.02132233,40.60658117
1959,,80th Division Monument,Other,,North Park,NP,80th Division Monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.99645343,40.59431201
1960,,Filtration Plant,Other,,North Park,NP,Filtration Plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.99510054,40.58865599
1961,,Tennis Court Building,Building,,North Park,NP,Tennis Court Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.01448201,40.60677228
1962,,Naturalist's House,Building,,South Park,SP,Naturalist's House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.00603209,40.32108889
1963,,Golf Course Clubhouse,Building,,South Park,SP,Golf Course Clubhouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.99912125,40.32377756
1964,,Nature Center,Other,,South Park,SP,Nature Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.99583085,40.30415447
1965,,Skybus Building,Building,,South Park,SP,Skybus Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.00372929,40.31334861
1966,,Haunted House,Other,,South Park,SP,Haunted House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.00932045,40.33330564
1967,,Log House,Building,,Boyce Park,BP,Log House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.74095829,40.46270075
1968,,Green Houses,Other,,Hartwood Acres Park,HA,Green Houses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.91205862,40.56791093
1969,,Maple Sugering House,Building,,Harrison Hills Park,HH,Maple Sugering House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.70369176,40.66207797
1970,,Administration Building/Maintenance ,Building,,Harrison Hills Park,HH,Administration Building/Maintenance ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.70300463,40.65670917
1971,,Wagman Observatory,Building,,Deer Lakes Park,DL,Wagman Observatory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.8123757,40.62609902
1972,,Farm House,Building,,Round Hill Park,RH,Farm House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.85106644,40.24138083
1973,,Log Cabin (Settler's Cabin),Building,,Settler's Cabin Park,SC,Log Cabin (Settler's Cabin),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.16930935,40.41805758
1974,,Watts Memorial Overlook Deck,Other,,Harrison Hills Park,HH,Watts Memorial Overlook Deck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.69386164,40.65186315
1975,,Old Pool Bath House,Building,,South Park,SP,Old Pool Bath House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.01322972,40.32325564
1976,,Lakeview Baseball Field,Field - Baseball,,North Park,NP,Lakeview Baseball Field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.00384726,40.60782573
1977,,Wyoming Field,Other,,North Park,NP,Wyoming Field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.01289846,40.61458819
1978,,Senior Citizens Softball Complex 1,Field - Softball,,North Park,NP,Senior Citizens Softball Complex 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.0156589,40.61869485
1979,,Senior Citizens Softball Complex 2,Field - Softball,,North Park,NP,Senior Citizens Softball Complex 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.01633342,40.61815737
1980,,BMX Track,BMX Track,,South Park,SP,BMX Track,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.00544524,40.33267905
1981,,Ski Slopes,Ski Slopes,,Boyce Park,BP,Ski Slopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.74918226,40.46004752
1982,,Archery Range,Archery Range,,Boyce Park,BP,Archery Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.74694655,40.47168725
1983,,Remote Control Airplane Field,Remote Control Airplane Field,,Boyce Park,BP,Remote Control Airplane Field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.74377182,40.46181029
1984,,Off-Leash Dog Park,Dog Park,,South Park,SP,Off-Leash Dog Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.0041206,40.31357278
1985,,Exhibit Garden,Building,,Round Hill Park,RH,Exhibit Garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.84894941,40.24125585
1986,,Upper Horse Ring,Horse Show Ring,,Hartwood Acres Park,HA,Upper Horse Ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.92534188,40.5698793
1987,,Lower Horse Ring,Horse Show Ring,,Hartwood Acres Park,HA,Lower Horse Ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.92466373,40.56984127
1988,,Practice Horse Ring,Horse Show Ring,,Hartwood Acres Park,HA,Practice Horse Ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.92660306,40.57052428
1989,,Remote Control Airplane Field,Remote Control Airplane Field,,South Park,SP,Remote Control Airplane Field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.00213876,40.3017722
1990,,Practice Horse Show Ring,Horse Show Ring,,North Park,NP,Practice Horse Show Ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.02668905,40.60423045
1991,,Skate Park,Skate Park,,Boyce Park,BP,Skate Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.74402035,40.45578218
1992,,Horse Show Area,Horse Show Ring,,Hartwood Acres Park,HA,Horse Show Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.92275466,40.56981018
1993,,Off-Leash Dog Park,Dog Park,,Hartwood Acres Park,HA,Off-Leash Dog Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.92122267,40.56932677
1994,,Off-Leash Dog Park,Dog Park,,White Oak Park,WO,Off-Leash Dog Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.79122005,40.34059895
1995,,Off-Leash Dog Park,Dog Park,,North Park,NP,Off-Leash Dog Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.01700817,40.60853688
1996,,Chestnut Volleyball Court,Court - Volleyball,,White Oak Park,WO,Chestnut Volleyball Court,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.79164513,40.34596301
1997,,Boating Area,Boating,,North Park,NP,Boating Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.00731984,40.6045982
1998,,Marshall Island,Other,,North Park,NP,Marshall Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.02099017,40.61393394
1999,,Acid Mine Remediation Ponds,Other,,Boyce Park,BP,Acid Mine Remediation Ponds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.74864412,40.46340746
2000,,Water Spray Park,Pool,,Deer Lakes Park,DL,Water Spray Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.83003954,40.618992
2001,,Bocce Ball Court,Court - Bocce,,White Oak Park,WO,Bocce Ball Court,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.79163799,40.34568421
2002,,Cedar VolleyBall Court,Court - Volleyball,,White Oak Park,WO,Cedar VolleyBall Court,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.79705274,40.3355182
2003,,Magnoila Volleyball Court,Court - Volleyball,,White Oak Park,WO,Magnoila Volleyball Court,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.79614185,40.33891905
2004,,Tulip Tree Volleyball Court,Court - Volleyball,,White Oak Park,WO,Tulip Tree Volleyball Court,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.79837067,40.33258113
2005,,Sumac Horseshoe Court,Court - Horseshoes,,White Oak Park,WO,Sumac Horseshoe Court,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.79956791,40.33869272
2006,,Tulip Tree Horseshoe Courts,Court - Horseshoes,,White Oak Park,WO,Tulip Tree Horseshoe Courts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.7986614,40.33271617
2007,,Blue Spruce Horseshoe Court,Court - Horseshoes,,White Oak Park,WO,Blue Spruce Horseshoe Court,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.79947693,40.33330663
2008,,Beech Horseshoe Court,Court - Horseshoes,,White Oak Park,WO,Beech Horseshoe Court,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.79759032,40.33973528
2009,,Off-Leash Dog Park,Dog Park,,North Park,NP,Off-Leash Dog Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.02341019,40.61852734
2010,,Nature Center Barn,Building,,North Park,NP,Nature Center Barn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.02961202,40.62066601
2011,,Eagle's Nest,Shelter,130,North Park,NP,Eagle's Nest,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.0253646,40.61941686
2012,,Carp Field,Field - Multipurpose,,Deer Lakes Park,DL,Carp Field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.82269328,40.6259975
2013,,Wisconsin,Shelter,130,North Park,NP,Wisconsin,https://www.alleghenycounty.us/parks/north-park/wisconsin.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-80.0099032,40.61041018
2014,,Bobcat,Shelter,,Boyce Park,BP,Bobcat,https://www.alleghenycounty.us/parks/boyce/bobcat.aspx,,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-79.7541965,40.46980324
2015,,Scout Campsite,Campsite,,Deer Lakes Park,DL,Scout Campsite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.81939717,40.62739492
2016,,Hemlock Court,Wedding Site,,Hartwood Acres Park,HA,Hemlock Court,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.90843201,40.57020967
2017,,COG Shooting Range,Building,,Round Hill Park,RH,COG Shooting Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.83645032,40.23136191
2018,,Boathouse,Building,,North Park,NP,Boathouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.00728968,40.6048322
2019,,Scout Campsite,Campsite,,Harrison Hills Park,HH,Scout Campsite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.70121225,40.65634658
2020,,Park Ranger Office,Building,,South Park,SP,Park Ranger Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.00612602,40.31865649
2021,,Wave Pool,Pool,,South Park,SP,Wave Pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.01536547,40.31312041
2022,,Tennis Courts,Court - Tennis,,South Park,SP,Tennis Courts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.99509663,40.30589383
2023,,Harvest,Shelter,,Round Hill Park,RH,Harvest,https://www.alleghenycounty.us/parks/round-hill/harvest.aspx,,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-79.85409272,40.24683697
2024,,Pittsburgh Botanic Garden,Building,,Settler's Cabin Park,SC,Pittsburgh Botanic Garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.17017674,40.4171132
2025,,Tennis Courts,Court - Tennis,,Settler's Cabin Park,SC,Tennis Courts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.15740448,40.42981013
2026,,Dogwood Volleyball Court,Court - Volleyball,,White Oak Park,WO,Dogwood Volleyball Court,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.79638027,40.33698497
2027,,Sumac Volleyball Court,Court - Volleyball,,White Oak Park,WO,Sumac Volleyball Court,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.79925339,40.33875545
2028,,Splash Park,Shelter,130,Deer Lakes Park,DL,Splash Park,,,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,-79.83001487,40.61871536
2029,,Park Manager Building,Building,,Deer Lakes Park,DL,Park Manager Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.81475986,40.61438378
2030,,Blue Gill,Shelter,130,Deer Lakes Park,DL,Blue Gill,,,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-79.82065071,40.62193691
2031,,Veterans 2,Shelter,130,Deer Lakes Park,DL,Veterans 2,https://www.alleghenycounty.us/parks/deer-lakes/veterans-2.aspx,75,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,-79.82773052,40.62088898
2032,,Veterans 1,Shelter,130,Deer Lakes Park,DL,Veterans 1,https://www.alleghenycounty.us/parks/deer-lakes/veterans-1.aspx,75,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,-79.82691105,40.62083495
2033,,Pike,Shelter,130,Deer Lakes Park,DL,Pike,https://www.alleghenycounty.us/parks/deer-lakes/pike-1.aspx,,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,-79.81718662,40.6278882
2034,,Carp 1,Shelter,130,Deer Lakes Park,DL,Carp 1,https://www.alleghenycounty.us/parks/deer-lakes/carp-1.aspx,180,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-79.82372614,40.62589641
2035,,Trout,Shelter,130,Deer Lakes Park,DL,Trout,https://www.alleghenycounty.us/parks/deer-lakes/trout.aspx,120,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,-79.81887183,40.62587697
2036,,Carp 2,Shelter,130,Deer Lakes Park,DL,Carp 2,https://www.alleghenycounty.us/parks/deer-lakes/carp-2.aspx,75,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-79.82200255,40.62582719
2037,,Anglers,Shelter,130,Deer Lakes Park,DL,Anglers,https://www.alleghenycounty.us/parks/deer-lakes/anglers.aspx,60,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,-79.82026754,40.61969368
2038,,Minnow,Shelter,130,Deer Lakes Park,DL,Minnow,https://www.alleghenycounty.us/parks/deer-lakes/minnow-2.aspx,,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,-79.82326598,40.62895584
2039,,Arrowhead,Shelter,130,Settler's Cabin Park,SC,Arrowhead,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.15567358,40.42303855
2040,,Broken Branch Bathroom,Restroom,,Harrison Hills Park,HH,Broken Branch Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.69792071,40.64975081
2041,,Oak Bathroom,Restroom,,Harrison Hills Park,HH,Oak Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.70094572,40.65018078
2042,,Ox Roast Bathroom,Restroom,,Harrison Hills Park,HH,Ox Roast Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.69434484,40.65021297
2043,,Wake Robin Bathroom,Restroom,,Harrison Hills Park,HH,Wake Robin Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.69911929,40.6514213
2044,,Baneberry Bathroom,Restroom,,Harrison Hills Park,HH,Baneberry Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.70141164,40.65269085
